FID,SAMPLEID,SOILTYPE,DEPTH_m,X,Y
6535,47796,0,0.9,471799.0474,7511621.102
6536,47797,0,1,471859.0237,7511701.07
6537,47798,0,1.1,471918.9999,7511781.039
6538,47799,0,0.8,471968.9803,7511871.003
6539,47800,0,1.2,472018.9606,7511950.971
6540,47801,0,1.2,472678.7004,7512960.568
6541,47802,0,0.8,472738.6758,7512860.608
6542,47803,0,1,472778.6591,7512760.648
6543,47804,0,0.9,472838.6345,7512670.683
6544,47805,0,0.9,472878.6179,7512580.719
6545,47806,0,0.9,472938.5933,7512500.751
6546,47807,0,0.8,472978.5768,7512420.783
6547,47808,0,0.7,473038.5522,7512330.819
6548,47809,0,0.8,473078.5356,7512240.854
6549,47810,0,0.5,473138.511,7512160.886
6550,47811,0,0.8,473178.4944,7512060.926
6551,47812,0,1.1,473238.4699,7511990.954
6552,47813,0,1.4,473298.4451,7511880.998
6553,47814,0,0.9,473378.4125,7511801.029
6554,47815,0,1.1,473458.3799,7511731.057
6555,47816,0,1.1,473518.3554,7511661.085
6556,47817,0,1.5,473548.3429,7511571.121
6557,47818,0,1.2,473958.1709,7510281.634
6558,47819,0,1,473988.1584,7510191.67
6559,47820,0,0.7,474008.1498,7510101.706
6560,47821,0,0.9,474048.1327,7509901.786
6561,47822,0,0.8,474078.12,7509791.829
6562,47823,0,0.8,474138.0943,7509501.945
6563,47824,0,0.7,474158.0857,7509401.985
6564,47825,0,0.9,474178.0771,7509302.024
6565,47826,0,0.7,474198.0686,7509222.056
6566,47827,0,0.9,474218.0599,7509102.104
6567,47828,0,0.8,474238.0514,7509002.144
6568,47829,0,0.9,474268.0387,7508902.184
6569,47830,0,0.9,474278.0342,7508802.223
6570,47831,0,0.9,474308.0215,7508692.267
6571,47832,0,0.9,474328.0129,7508592.307
6572,47833,0,1,474348.0043,7508492.347
6573,47834,0,1,474367.9958,7508402.383
6574,47835,0,0.7,474377.9913,7508302.422
6575,47836,0,0.7,474407.9786,7508202.462
6576,47837,0,0.7,474427.9701,7508102.502
6577,47838,0,0.7,474447.9615,7508002.542
6578,47839,0,0.9,474477.9489,7507902.582
6579,47840,0,0.8,474497.9403,7507802.621
6580,47841,0,0.8,474517.9317,7507702.661
6581,47842,0,0.8,474537.923,7507592.705
6582,47843,0,0.7,474557.9145,7507502.741
6583,47844,0,0.7,474577.9059,7507392.785
6584,47845,0,0.9,474597.8973,7507302.82
6585,47846,0,1.3,474617.8888,7507202.86
6586,47847,0,1,474637.8802,7507102.9
6587,47848,0,0.9,474667.8676,7507002.94
6588,47849,0,0.8,474677.863,7506902.98
6589,20571,0,1,479565.9369,7514649.89
6590,20572,0,1.5,477776.6547,7514180.079
6591,20572,0,3,477776.6547,7514180.079
6592,20573,0,1,477446.7876,7514210.067
6593,20573,0,3,477446.7876,7514210.067
6594,20574,0,1.5,477136.9131,7514350.011
6595,20574,0,3.5,477136.9131,7514350.011
6596,20574,0,5.5,477136.9131,7514350.011
6597,20574,0,6,477136.9131,7514350.011
6598,20575,0,1,475987.3767,7514499.952
6599,20576,0,0.5,475457.5906,7514609.909
6600,20577,0,1,475067.7509,7515229.662
6601,20577,2,3,475067.7509,7515229.662
6602,20578,0,1,474827.8496,7515629.503
6603,22350,0,2,472198.861,7506902.981
6604,22351,0,2,472148.8816,7506982.95
6605,22352,0,1.5,472108.8981,7507062.918
6606,22353,0,1.9,472058.9187,7507152.882
6607,22354,0,2.5,471998.9432,7507222.854
6608,22355,0,1.8,471978.9517,7507312.818
6609,22356,0,1.8,471958.9603,7507412.779
6610,22357,0,1.7,471958.9609,7507522.735
6611,22358,0,1.5,471998.9454,7507622.695
6612,22359,0,1.5,471998.9458,7507702.663
6613,22360,0,1.8,471988.9504,7507812.619
6614,22361,0,1.6,471988.9509,7507902.583
6615,22362,0,1.2,471988.9515,7508012.54
6616,22362,2,1.3,471988.9515,7508012.54
6617,22362,2,1.3,471988.9515,7508012.54
6618,22363,0,1.7,471998.9479,7508102.504
6619,22364,0,1.9,472028.9364,7508202.464
6620,22364,2,2,472028.9364,7508202.464
6621,22364,2,2,472028.9364,7508202.464
6622,22365,0,0.8,472078.9168,7508292.428
6623,22366,0,1.4,472138.8931,7508382.392
6624,22367,0,0.9,472118.9017,7508482.352
6625,22367,0,0.9,472118.9017,7508482.352
6626,22367,2,1,472118.9017,7508482.352
6627,22367,2,1,472118.9017,7508482.352
6628,22368,0,0.8,472088.9143,7508582.313
6629,22369,0,1.5,472058.9269,7508682.273
6630,22370,0,1.9,472038.9355,7508782.233
6631,22370,0,2,472038.9355,7508782.233
6632,22371,0,1.9,472018.944,7508872.197
6633,22371,0,2,472018.944,7508872.197
6634,22372,0,1,471988.9566,7508972.157
6635,22372,0,1,471988.9566,7508972.157
6636,22372,0,1.6,471988.9566,7508972.157
6637,22372,0,1.6,471988.9566,7508972.157
6638,22373,0,1.7,471968.9652,7509072.118
6639,22374,0,1.4,471948.9738,7509162.082
6640,22375,0,1.4,471918.9863,7509252.046
6641,22376,0,1.6,471898.9949,7509352.006
6642,22377,0,1,471879.0035,7509451.966
6643,22377,0,1.2,471879.0035,7509451.966
6644,22378,0,1,471849.0161,7509551.927
6645,22379,0,1.2,471819.0287,7509651.887
6646,22379,0,1.3,471819.0287,7509651.887
6647,22380,0,1.5,471799.0373,7509751.847
6648,22381,0,1.2,471779.0458,7509841.811
6649,22381,2,1.3,471779.0458,7509841.811
6650,22381,2,1.3,471779.0458,7509841.811
6651,22382,0,1.3,471759.0544,7509931.775
6652,22383,0,3.2,471729.0669,7510021.739
6653,22384,0,3,471709.0755,7510121.7
6654,22385,0,2.5,471679.0882,7510231.656
6655,22386,0,1.2,471659.0967,7510321.62
6656,22387,0,2,471639.1053,7510421.58
6657,22387,0,2,471639.1053,7510421.58
6658,22388,0,2,471619.1139,7510521.54
6659,22389,0,1.9,471589.1265,7510621.501
6660,22389,2,2,471589.1265,7510621.501
6661,22389,2,2,471589.1265,7510621.501
6662,22390,0,3.2,471559.139,7510701.469
6663,25272,0,2,474997.7701,7513560.327
6664,25273,0,2,475077.7375,7513500.351
6665,25274,0,1.3,475157.705,7513440.375
6666,25275,0,1.9,475237.6725,7513380.399
6667,25275,2,2,475237.6725,7513380.399
6668,25275,2,2,475237.6725,7513380.399
6669,25276,0,1,475317.6399,7513310.427
6670,25277,0,1.7,475387.6114,7513250.451
6671,25278,0,2,475457.5829,7513180.478
6672,25279,0,1.9,475537.5504,7513120.502
6673,25279,0,2,475537.5504,7513120.502
6674,25280,0,2,475617.5179,7513060.526
6675,25281,0,2,475687.4894,7513000.55
6676,25282,0,3,475767.4568,7512930.578
6677,25283,0,2.8,475857.4202,7512860.606
6678,25284,0,2.6,475937.3877,7512800.629
6679,25285,0,3,476007.3592,7512740.653
6680,25286,0,4.5,476077.3307,7512670.681
6681,25287,0,3,476157.2981,7512610.705
6682,25288,0,4,476237.2656,7512540.733
6683,25289,1,4,476317.233,7512470.761
6684,25290,1,4,476377.2085,7512400.788
6685,25291,0,4.1,476447.1799,7512320.82
6686,25292,0,3.7,476507.1554,7512250.848
6687,25293,0,3,476587.1227,7512170.88
6688,25294,0,3,476647.0982,7512100.908
6689,25295,0,3,476717.0696,7512020.939
6690,25296,0,3,476777.0451,7511950.967
6691,25297,0,2,476857.0125,7511880.995
6692,25298,0,1.6,476926.984,7511811.023
6693,25299,0,4,476996.9554,7511741.051
6694,25300,0,3.8,477066.9269,7511671.079
6695,25301,1,1.9,477146.8943,7511601.106
6696,25301,2,2,477146.8943,7511601.106
6697,25301,2,2,477146.8943,7511601.106
6698,25301,2,3,477146.8943,7511601.106
6699,25301,2,3,477146.8943,7511601.106
6700,25302,0,1.4,477226.8618,7511541.13
6701,25303,1,1.3,477296.8332,7511471.158
6702,25304,0,1.4,477366.8047,7511401.186
6703,25305,0,2,477436.7761,7511331.214
6704,25306,1,1.7,477516.7436,7511261.241
6705,25307,0,2,477586.715,7511191.269
6706,25308,0,2,477666.6825,7511121.297
6707,25309,0,1.7,477736.654,7511061.321
6708,25310,0,2,477806.6254,7510991.349
6709,25311,1,2,477876.5969,7510921.377
6710,25312,0,3,477956.5644,7510861.4
6711,25313,0,3,478026.5358,7510791.428
6712,25314,0,3,478096.5073,7510721.456
6713,25315,0,3.5,478176.4747,7510661.48
6714,25316,0,3.8,478246.4462,7510591.508
6715,25317,0,3,478296.4257,7510521.536
6716,25318,1,2,478406.3811,7510461.559
6717,25319,0,2,478476.3526,7510401.583
6718,25320,0,1.4,478556.32,7510321.615
6719,25320,2,1.5,478556.32,7510321.615
6720,25320,2,1.5,478556.32,7510321.615
6721,25321,0,0.6,478636.2875,7510261.639
6722,25322,0,1,478706.2589,7510191.667
6723,25322,0,1.1,478706.2589,7510191.667
6724,25323,0,1.8,478786.2264,7510121.694
6725,25324,0,1.5,478866.1938,7510061.718
6726,25325,0,2,478946.1613,7509991.746
6727,25326,0,2.1,479016.1328,7509931.77
6728,25326,2,2.2,479016.1328,7509931.77
6729,25326,2,2.2,479016.1328,7509931.77
6730,25327,0,2,479086.1042,7509861.798
6731,25328,0,3,479166.0717,7509801.822
6732,25329,0,3,479236.0432,7509741.845
6733,25330,0,3.7,479306.0147,7509671.873
6734,25330,0,3.8,479306.0147,7509671.873
6735,25331,0,2,479375.9862,7509611.897
6736,25332,0,2,479625.8868,7509831.809
6737,25333,0,2,479695.8582,7509761.837
6738,25334,0,2.5,479765.8297,7509701.861
6739,25436,1,2,479755.8396,7510791.427
6740,25437,0,2,479675.8721,7510851.403
6741,25438,0,1.8,479595.9047,7510911.379
6742,25439,0,1,479525.9332,7510981.351
6743,25439,1,2,479525.9332,7510981.351
6744,25439,1,3,479525.9332,7510981.351
6745,25440,1,2,479435.9698,7511051.324
6746,25441,1,2,479365.9983,7511121.296
6747,25442,0,1,479286.0309,7511181.272
6748,25442,0,2,479286.0309,7511181.272
6749,25442,0,2.8,479286.0309,7511181.272
6750,25442,0,2.9,479286.0309,7511181.272
6751,25442,2,3,479286.0309,7511181.272
6752,25442,2,3,479286.0309,7511181.272
6753,25443,0,1.6,479216.0594,7511241.248
6754,25444,0,1.3,479126.096,7511321.216
6755,25445,0,1.4,479056.1245,7511381.193
6756,25446,0,1,478986.153,7511441.169
6757,25446,0,1.8,478986.153,7511441.169
6758,25446,0,2.4,478986.153,7511441.169
6759,25447,0,2,478906.1856,7511511.141
6760,25448,0,1.9,478826.2181,7511581.113
6761,25448,0,2,478826.2181,7511581.113
6762,25449,0,2,478736.2547,7511641.089
6763,25450,0,1,478666.2832,7511711.061
6764,25450,2,2,478666.2832,7511711.061
6765,25450,2,2,478666.2832,7511711.061
6766,25450,2,2.2,478666.2832,7511711.061
6767,25450,2,2.2,478666.2832,7511711.061
6768,25451,0,1.9,478586.3158,7511781.034
6769,25451,0,2,478586.3158,7511781.034
6770,25452,0,1.4,478516.3443,7511841.01
6771,25452,2,1.5,478516.3443,7511841.01
6772,25452,2,1.5,478516.3443,7511841.01
6773,25453,0,1,478446.3728,7511900.986
6774,25453,2,1.5,478446.3728,7511900.986
6775,25453,2,1.5,478446.3728,7511900.986
6776,25454,0,1.2,478376.4013,7511960.962
6777,25454,0,2,478376.4013,7511960.962
6778,25454,2,2.6,478376.4013,7511960.962
6779,25454,2,2.6,478376.4013,7511960.962
6780,25455,0,2.6,478296.4338,7512030.934
6781,25456,0,2,478216.4663,7512080.914
6782,25457,0,2,478146.4949,7512160.883
6783,25458,0,1,478066.5275,7512230.855
6784,25458,0,2,478066.5275,7512230.855
6785,25458,0,3,478066.5275,7512230.855
6786,25458,1,4,478066.5275,7512230.855
6787,25459,0,1.5,477996.556,7512290.831
6788,25460,0,1.2,477916.5885,7512360.803
6789,25461,0,2,477846.617,7512420.779
6790,25462,0,1,477766.6496,7512490.752
6791,25462,0,2,477766.6496,7512490.752
6792,25462,0,2.4,477766.6496,7512490.752
6793,25462,0,2.5,477766.6496,7512490.752
6794,25463,1,2,477686.6821,7512540.732
6795,25464,0,2,477616.7105,7512600.708
6796,25465,0,2.9,477536.7432,7512680.676
6797,25465,2,3,477536.7432,7512680.676
6798,25465,2,3,477536.7432,7512680.676
6799,25466,1,2,477456.7757,7512750.648
6800,25466,1,3,477456.7757,7512750.648
6801,25466,0,4,477456.7757,7512750.648
6802,25466,0,4.5,477456.7757,7512750.648
6803,25467,1,2,477376.8083,7512820.62
6804,25468,0,3,477306.8368,7512880.597
6805,25469,0,4.5,477236.8653,7512950.569
6806,25470,0,4,477156.8979,7513010.545
6807,25470,0,4.8,477156.8979,7513010.545
6808,25471,0,4.4,477076.9304,7513070.521
6809,25471,2,4.5,477076.9304,7513070.521
6810,25471,2,4.5,477076.9304,7513070.521
6811,25472,0,3.6,476996.963,7513140.493
6812,25472,2,3.7,476996.963,7513140.493
6813,25472,2,3.7,476996.963,7513140.493
6814,25473,0,3,476926.9915,7513210.465
6815,25474,0,1,476857.02,7513270.442
6816,25474,1,1.9,476857.02,7513270.442
6817,25474,2,2,476857.02,7513270.442
6818,25474,2,2,476857.02,7513270.442
6819,25475,0,1,476777.0526,7513340.414
6820,25476,0,2.6,477076.9344,7513820.222
6821,25477,0,4,477176.8942,7513820.222
6822,25478,0,3.8,477286.8499,7513820.222
6823,25479,0,2.9,477396.8056,7513810.226
6824,25479,2,3,477396.8056,7513810.226
6825,25479,2,3,477396.8056,7513810.226
6826,25480,0,2,477496.7653,7513810.226
6827,25481,0,2,476367.2201,7513820.223
6828,25482,0,2,476467.1799,7513820.223
6829,25483,0,2,475267.6628,7513820.224
6830,25483,2,3,475267.6628,7513820.224
6831,25483,2,3,475267.6628,7513820.224
6832,25484,0,2.9,475367.6226,7513820.224
6833,25484,2,3,475367.6226,7513820.224
6834,25484,2,3,475367.6226,7513820.224
6835,25485,0,3,475587.5266,7512440.773
6836,25486,0,2.7,475607.518,7512340.813
6837,25487,0,3,475637.5054,7512240.853
6838,25488,0,3,475677.4888,7512140.892
6839,25489,1,2,475707.4762,7512050.928
6840,25490,1,3,475737.4637,7511960.964
6841,25491,0,2.7,475777.447,7511861.004
6842,25492,0,2,475807.4344,7511761.044
6843,25493,0,2.5,475847.4178,7511661.083
6844,25494,0,2,475877.4052,7511561.123
6845,25495,0,2,475907.3926,7511461.163
6846,25496,0,2,475937.3799,7511361.203
6847,25497,0,2,475977.3633,7511261.243
6848,25498,0,1.9,476007.3507,7511161.282
6849,25498,2,2,476007.3507,7511161.282
6850,25498,2,2,476007.3507,7511161.282
6851,25499,0,2,476037.3381,7511061.322
6852,25500,0,1.1,476067.3255,7510971.358
6853,25501,0,1,476097.3129,7510871.398
6854,25502,0,2,476127.3004,7510781.434
6855,25503,0,2.9,476167.2837,7510681.473
6856,25503,2,3,476167.2837,7510681.473
6857,25503,2,3,476167.2837,7510681.473
6858,25504,0,2,476197.2712,7510591.509
6859,25505,0,2,476217.2626,7510491.549
6860,25506,0,2,476247.25,7510401.585
6861,25507,1,1,476267.2414,7510301.625
6862,25508,0,2,476287.2329,7510201.664
6863,25509,0,2,476307.2243,7510101.704
6864,25510,0,2.5,476327.2157,7510001.744
6865,25511,0,2.9,476347.2071,7509901.784
6866,25511,2,3,476347.2071,7509901.784
6867,25511,2,3,476347.2071,7509901.784
6868,25512,2,1,476367.1985,7509801.824
6869,25512,2,1,476367.1985,7509801.824
6870,25513,0,0.6,476397.1859,7509701.863
6871,25513,2,1,476397.1859,7509701.863
6872,25513,2,1,476397.1859,7509701.863
6873,25514,0,2,476417.1773,7509601.903
6874,25515,0,1.8,476437.1687,7509501.943
6875,25516,0,2,476457.1602,7509411.979
6876,25517,0,1.2,476477.1517,7509322.015
6877,25518,0,1,476497.1431,7509222.055
6878,25519,1,2,476517.1345,7509122.094
6879,25520,0,2.8,476537.1259,7509022.134
6880,25521,1,3.5,476557.1173,7508922.174
6881,25521,2,5,476557.1173,7508922.174
6882,25521,2,5,476557.1173,7508922.174
6883,25522,0,2.4,476577.1087,7508822.214
6884,25522,0,2.5,476577.1087,7508822.214
6885,25523,0,3.2,476607.0961,7508722.254
6886,25524,0,2.9,476627.0876,7508632.289
6887,25524,0,3,476627.0876,7508632.289
6888,25525,0,3,476647.079,7508542.325
6889,25526,0,3,476677.0664,7508442.365
6890,25527,0,2,476697.0578,7508342.405
6891,25528,0,2,476717.0493,7508242.445
6892,25529,0,2,476407.1734,7508122.493
6893,25530,0,2,476427.1648,7508022.532
6894,25531,0,1.2,476457.1522,7507922.572
6895,25532,0,1.2,476477.1436,7507822.612
6896,25533,0,1.9,476497.135,7507722.652
6897,25533,2,2,476497.135,7507722.652
6898,25533,2,2,476497.135,7507722.652
6899,25534,0,1,476517.1264,7507622.692
6900,25534,2,1.5,476517.1264,7507622.692
6901,25534,2,1.5,476517.1264,7507622.692
6902,25535,0,0.5,476537.1179,7507532.727
6903,25535,2,1,476537.1179,7507532.727
6904,25535,2,1,476537.1179,7507532.727
6905,25536,2,0.6,476557.1093,7507442.763
6906,25536,2,0.6,476557.1093,7507442.763
6907,25536,2,1.1,476557.1093,7507442.763
6908,25536,2,1.1,476557.1093,7507442.763
6909,25537,0,1,476577.1008,7507342.803
6910,25537,0,1.1,476577.1008,7507342.803
6911,25538,0,0.5,476597.0922,7507242.843
6912,25538,2,1,476597.0922,7507242.843
6913,25538,2,1,476597.0922,7507242.843
6914,25539,0,0.8,476617.0836,7507142.883
6915,25540,1,1,476637.075,7507042.922
6916,25540,0,1.4,476637.075,7507042.922
6917,25540,2,1.5,476637.075,7507042.922
6918,25541,0,1,476657.0664,7506942.962
6919,25542,0,1,477036.936,7511121.298
6920,25542,0,2,477036.936,7511121.298
6921,25542,0,3,477036.936,7511121.298
6922,25543,0,1.5,477056.9274,7511021.337
6923,25543,2,2,477056.9274,7511021.337
6924,25543,2,2,477056.9274,7511021.337
6925,25544,0,1.8,477086.9148,7510921.377
6926,25545,2,3.3,477116.9022,7510831.413
6927,25545,2,3.3,477116.9022,7510831.413
6928,25546,0,2.5,477146.8897,7510741.449
6929,25546,0,3.4,477146.8897,7510741.449
6930,25546,1,3.5,477146.8897,7510741.449
6931,25547,0,3.5,477176.8771,7510641.489
6932,25548,0,3.5,477206.8645,7510541.528
6933,25549,0,2.9,477236.8519,7510451.564
6934,25549,0,3,477236.8519,7510451.564
6935,25550,0,2,477266.8392,7510341.608
6936,25550,0,2.7,477266.8392,7510341.608
6937,25550,0,2.8,477266.8392,7510341.608
6938,25551,0,2.5,477276.8347,7510241.648
6939,25552,1,3,477296.826,7510131.692
6940,25553,0,2,477326.8135,7510041.727
6941,25554,0,1,477346.8049,7509941.767
6942,25555,0,1,477376.7923,7509851.803
6943,25555,0,1.9,477376.7923,7509851.803
6944,25556,0,0.8,477406.7798,7509761.839
6945,25557,0,0.6,477436.7672,7509661.879
6946,25558,0,1,477466.7545,7509561.918
6947,25558,2,2,477466.7545,7509561.918
6948,25558,2,2,477466.7545,7509561.918
6949,25558,2,2.4,477466.7545,7509561.918
6950,25558,2,2.4,477466.7545,7509561.918
6951,25559,0,2,477506.7379,7509461.958
6952,25560,2,1.8,477526.7294,7509371.994
6953,25560,2,1.8,477526.7294,7509371.994
6954,25561,0,0.9,477556.7168,7509282.03
6955,25561,2,1.5,477556.7168,7509282.03
6956,25561,2,1.5,477556.7168,7509282.03
6957,25562,0,1,477596.7002,7509182.07
6958,25562,0,2,477596.7002,7509182.07
6959,25562,0,2.3,477596.7002,7509182.07
6960,25562,0,2.7,477596.7002,7509182.07
6961,25563,0,2,477626.6876,7509082.109
6962,25564,0,2.8,477666.671,7508992.145
6963,25565,0,2,477696.6584,7508902.181
6964,25566,0,1,477726.6459,7508812.217
6965,25566,0,2,477726.6459,7508812.217
6966,25566,0,2.8,477726.6459,7508812.217
6967,25567,0,2,477756.6332,7508702.261
6968,25568,0,1,477786.6207,7508612.296
6969,25569,0,1.5,477816.6081,7508512.336
6970,25570,0,1,477856.5914,7508412.376
6971,25570,0,2,477856.5914,7508412.376
6972,25571,0,0.8,477896.5748,7508322.412
6973,25572,0,1,477926.5622,7508222.452
6974,25573,0,1,478806.2148,7509461.957
6975,25573,0,2,478806.2148,7509461.957
6976,25573,0,3,478806.2148,7509461.957
6977,25574,0,1.8,478876.1862,7509391.985
6978,25575,0,0.9,478946.1577,7509322.013
6979,25576,0,1,479016.1291,7509242.045
6980,25577,0,0.7,479086.1006,7509182.069
6981,25578,3,0.6,479216.0475,7509042.124
6982,25579,0,1,479355.9904,7508902.18
6983,25579,0,1.7,479355.9904,7508902.18
6984,25579,0,1.8,479355.9904,7508902.18
6985,25580,0,1,479435.9578,7508822.212
6986,25581,0,2,479495.9333,7508752.239
6987,25582,0,0.8,479645.872,7508592.303
6988,25583,0,1,479715.8436,7508532.327
6989,25583,0,1.5,479715.8436,7508532.327
6990,25584,0,1.1,479785.815,7508462.355
6991,25617,1,2.4,479775.8114,7507042.92
6992,25617,0,2.5,479775.8114,7507042.92
6993,25618,0,3.3,479705.84,7507122.888
6994,25619,0,2,479635.8685,7507182.865
6995,25620,0,2,479565.8971,7507262.833
6996,25621,0,1.6,479495.9256,7507322.809
6997,25622,0,1.5,479425.9542,7507402.777
6998,25623,0,2.3,475887.3759,7506872.991
6999,25623,2,2.8,475887.3759,7506872.991
7000,25624,0,1,475867.3844,7506962.955
7001,25624,2,2,475867.3844,7506962.955
7002,25624,2,2,475867.3844,7506962.955
7003,25624,2,2.7,475867.3844,7506962.955
7004,25624,2,2.7,475867.3844,7506962.955
7005,25625,1,1.6,475847.393,7507062.915
7006,25625,2,1.7,475847.393,7507062.915
7007,25625,2,1.7,475847.393,7507062.915
7008,25626,0,2,475807.4097,7507162.875
7009,25627,0,3,475787.4182,7507262.836
7010,25628,0,2.3,475767.4268,7507362.796
7011,25628,0,3.3,475767.4268,7507362.796
7012,25628,0,4.3,475767.4268,7507362.796
7013,25628,2,4.8,475767.4268,7507362.796
7014,25628,2,4.8,475767.4268,7507362.796
7015,25629,0,3.5,475747.4354,7507452.76
7016,25630,0,3.4,475717.448,7507552.72
7017,25631,0,3,475697.4566,7507652.68
7018,25631,2,4,475697.4566,7507652.68
7019,25631,2,4,475697.4566,7507652.68
7020,25632,0,3,475667.4692,7507752.64
7021,25632,2,4,475667.4692,7507752.64
7022,25632,2,4,475667.4692,7507752.64
7023,25633,0,4.2,475637.4818,7507852.601
7024,25633,2,4.3,475637.4818,7507852.601
7025,25633,2,4.3,475637.4818,7507852.601
7026,25634,0,1.3,475617.4904,7507952.561
7027,25634,2,3,475617.4904,7507952.561
7028,25634,2,3,475617.4904,7507952.561
7029,25635,1,1.5,475587.5029,7508042.525
7030,25635,2,2,475587.5029,7508042.525
7031,25635,2,2,475587.5029,7508042.525
7032,25636,0,2,475567.5115,7508142.485
7033,25636,0,2.9,475567.5115,7508142.485
