FID,SAMPLEID,SOILTYPE,DEPTH_m,X,Y
14480,35086,0,2.5,477156.9336,7519837.827
14481,35087,0,2.5,477246.897,7519777.851
14482,35087,0,3.5,477246.897,7519777.851
14483,35088,0,3,477326.8645,7519707.878
14484,35089,0,2.2,477396.836,7519637.906
14485,35090,0,3,477476.8035,7519577.93
14486,35091,0,2.5,477556.771,7519507.958
14487,35091,0,3.5,477556.771,7519507.958
14488,35091,2,3.8,477556.771,7519507.958
14489,35091,2,3.8,477556.771,7519507.958
14490,35092,0,4,477656.7304,7519437.985
14491,35093,0,2.8,477726.7019,7519378.009
14492,35094,0,2.4,477816.6654,7519308.037
14493,35095,3,2.5,477876.6409,7519248.061
14494,35095,0,4,477876.6409,7519248.061
14495,35095,0,5,477876.6409,7519248.061
14496,35095,0,6,477876.6409,7519248.061
14497,35096,2,2.3,477966.6044,7519178.089
14498,35096,2,2.3,477966.6044,7519178.089
14499,35097,0,1.5,478046.5719,7519118.112
14500,35098,0,2,478136.5353,7519048.14
14501,35099,0,1.5,478196.5109,7518988.164
14502,35099,0,2.5,478196.5109,7518988.164
14503,35099,2,3.5,478196.5109,7518988.164
14504,35099,2,3.5,478196.5109,7518988.164
14505,35100,0,1.5,478286.4743,7518918.192
14506,35101,0,1.5,478446.4092,7518778.247
14507,35102,0,1.7,478526.3768,7518718.271
14508,35102,0,2.7,478526.3768,7518718.271
14509,35102,0,3.7,478526.3768,7518718.271
14510,35103,0,1.5,478606.3443,7518668.291
14511,35104,0,1.3,478706.3039,7518628.307
14512,35105,0,2.2,478796.2674,7518568.33
14513,35106,0,2.5,478886.2307,7518478.366
14514,35106,0,3.5,478886.2307,7518478.366
14515,35107,2,2,478996.1863,7518438.382
14516,35108,0,2.4,479076.1539,7518398.398
14517,35109,0,2.5,479176.1133,7518328.425
14518,35110,0,1.9,479256.0809,7518298.437
14519,35111,0,1.9,479336.0485,7518248.457
14520,35112,0,1.6,479426.012,7518188.481
14521,35113,2,1.9,479505.9795,7518128.505
14522,35114,0,1.7,479595.9431,7518088.521
14523,35116,0,0.8,475897.4725,7526285.264
14524,35117,0,1.1,475967.444,7526205.295
14525,35117,0,2,475967.444,7526205.295
14526,35117,0,2.2,475967.444,7526205.295
14527,35118,0,1,476037.4154,7526135.323
14528,35119,0,1,476107.3869,7526065.351
14529,35120,0,1.4,476177.3584,7525995.379
14530,35121,0,1.4,476237.334,7525935.403
14531,35121,0,1.9,476237.334,7525935.403
14532,35121,0,2,476237.334,7525935.403
14533,35121,0,3,476237.334,7525935.403
14534,35121,0,3.3,476237.334,7525935.403
14535,35123,0,0.9,476387.2729,7525795.458
14536,35124,0,0.9,476467.2403,7525715.49
14537,35125,0,1.1,476527.2159,7525655.514
14538,35125,0,2,476527.2159,7525655.514
14539,35125,0,2.1,476527.2159,7525655.514
14540,35127,0,0.9,476657.1629,7525525.565
14541,35128,0,1.1,476747.1263,7525435.601
14542,35129,0,1.4,476827.0937,7525355.633
14543,35130,0,1.4,476897.0652,7525285.66
14544,35130,0,2.4,476897.0652,7525285.66
14545,35131,0,1.6,476977.0327,7525215.688
14546,35132,0,3,477076.992,7525135.72
14547,35133,0,2.2,477156.9595,7525065.748
14548,35134,0,3,477226.931,7525005.771
14549,35134,0,4.5,477226.931,7525005.771
14550,35135,0,2.5,477326.8903,7524915.807
14551,35136,0,2,477406.8578,7524845.835
14552,35137,0,2,477486.8253,7524775.863
14553,35138,0,2.5,477556.7968,7524715.886
14554,35138,0,3.5,477556.7968,7524715.886
14555,35138,3,4.5,477556.7968,7524715.886
14556,35138,0,5.2,477556.7968,7524715.886
14557,35139,0,1.2,477636.7642,7524635.918
14558,35140,0,1.1,477706.7357,7524565.946
14559,35141,0,1.3,477776.7072,7524505.97
14560,35142,0,1,477856.6747,7524426.002
14561,35142,1,1.1,477856.6747,7524426.002
14562,35143,0,1.5,477936.6421,7524356.029
14563,35144,0,1.5,478006.6136,7524276.061
14564,35145,0,1.5,478076.585,7524206.089
14565,35146,0,1.5,478146.5565,7524136.117
14566,35146,0,2.5,478146.5565,7524136.117
14567,35147,0,1.5,478216.528,7524056.148
14568,35148,0,1.5,478286.4995,7523996.172
14569,35149,0,1.3,478356.4709,7523916.204
14570,35150,0,1.3,478436.4384,7523846.232
14571,35150,0,2.5,478436.4384,7523846.232
14572,35150,0,3.5,478436.4384,7523846.232
14573,35151,0,1.9,478506.4099,7523776.259
14574,35152,0,2.1,478576.3814,7523706.287
14575,35153,0,2.7,478646.3529,7523636.315
14576,35154,0,2.5,478716.3244,7523566.343
14577,35154,0,3.5,478716.3244,7523566.343
14578,35154,0,3.5,478716.3244,7523566.343
14579,35155,0,3,478786.2958,7523486.374
14580,35156,0,3.1,478856.2673,7523416.402
14581,35157,0,3,478926.2388,7523356.426
14582,35158,0,2.5,479016.2022,7523276.458
14583,35158,0,3.5,479016.2022,7523276.458
14584,35158,0,3.5,479016.2022,7523276.458
14585,35158,0,4.5,479016.2022,7523276.458
14586,35158,2,4.5,479016.2022,7523276.458
14587,35159,0,2.2,479066.1818,7523216.482
14588,35160,1,3.5,479136.1533,7523146.509
14589,35161,1,3.7,479216.1206,7523056.545
14590,35162,0,4,479286.0921,7522986.573
14591,35162,0,5,479286.0921,7522986.573
14592,35162,0,5,479286.0921,7522986.573
14593,35163,0,4.5,479356.0637,7522926.597
14594,35164,0,4.5,479416.0391,7522836.632
14595,35165,0,4.5,479486.0106,7522766.66
14596,35166,0,4.5,479565.978,7522686.692
14597,35166,0,5.5,479565.978,7522686.692
14598,35166,0,6.5,479565.978,7522686.692
14599,35167,0,4.2,479635.9495,7522616.72
14600,35168,0,4.2,479715.9169,7522546.747
14601,35169,0,4,479765.8964,7522466.779
14602,35170,0,4,479825.8719,7522396.807
14603,35170,0,5,479825.8719,7522396.807
14604,35170,0,6,479825.8719,7522396.807
14605,35266,1,1.5,478716.3345,7525615.528
14606,35267,0,1.5,478806.298,7525555.552
14607,35268,0,1.6,478906.2575,7525505.571
14608,35269,0,1.3,478976.2291,7525455.591
14609,35270,0,1.5,479056.1966,7525385.619
14610,35270,0,2.5,479056.1966,7525385.619
14611,35271,0,1.3,479136.1641,7525325.643
14612,35272,0,1.5,479216.1316,7525275.663
14613,35273,3,1.5,479296.0991,7525195.694
14614,35274,0,2,479396.0585,7525135.718
14615,35274,3,3,479396.0585,7525135.718
14616,35274,0,4,479396.0585,7525135.718
14617,35274,0,4.8,479396.0585,7525135.718
14618,35275,0,1.5,479536.0016,7525025.762
14619,35276,0,1.4,479615.9692,7524965.785
14620,35277,0,1.5,479685.9407,7524905.809
14621,35277,2,2.5,479685.9407,7524905.809
14622,35277,2,2.5,479685.9407,7524905.809
14623,35278,0,1.1,479765.9082,7524835.837
14624,39001,0,1.1,471919.0713,7525745.482
14625,39002,0,1.1,471849.0998,7525825.45
14626,39003,0,0.9,471779.1283,7525895.422
14627,39004,0,0.5,471719.1528,7525955.398
14628,39004,2,1.1,471719.1528,7525955.398
14629,39005,0,0.6,471659.1774,7526045.363
14630,39006,0,0.6,471599.2019,7526125.331
14631,39007,0,0.6,471519.2345,7526205.299
14632,39008,0,0.7,471459.259,7526275.271
14633,39008,0,1.1,471459.259,7526275.271
14634,39010,0,0.7,471329.3121,7526435.208
14635,39011,0,0.8,471269.3366,7526515.176
14636,39012,0,0.7,471139.3896,7526655.12
14637,39013,0,0.7,471079.4142,7526735.089
14638,39014,0,0.6,471009.4428,7526835.049
14639,43141,0,0.6,472648.7799,7526215.294
14640,43142,0,0.8,472718.7513,7526135.326
14641,43143,0,1,472998.6373,7525865.433
14642,43144,0,0.8,473058.6128,7525795.461
14643,43145,0,1.1,473138.5803,7525735.485
14644,43146,0,1,473198.5558,7525665.512
14645,43147,0,1,473278.5232,7525575.548
14646,43148,0,1,473358.4907,7525505.576
14647,43149,0,0.9,473438.458,7525405.616
14648,43150,0,1,473488.4376,7525355.635
14649,43151,0,1,473558.4091,7525285.663
14650,43152,0,1,473638.3767,7525235.683
14651,43153,0,0.6,473698.3521,7525155.715
14652,43154,0,0.8,473778.3195,7525075.746
14653,43155,0,0.6,473838.295,7524995.778
14654,43156,0,0.8,473918.2625,7524925.806
14655,43157,0,0.8,473988.234,7524855.834
14656,43159,0,0.8,474138.1729,7524715.889
14657,43160,0,0.7,474208.1444,7524645.917
14658,43162,0,1,474338.0913,7524495.977
14659,43163,0,1,474418.0589,7524436
14660,43164,0,1,474478.0343,7524356.032
14661,43166,0,1,474627.9732,7524206.092
14662,43167,0,1.1,474697.9447,7524136.119
14663,43169,0,1,475647.561,7523836.238
14664,43170,0,0.9,475727.5283,7523746.274
14665,43171,0,1.1,475817.4918,7523686.297
14666,43172,0,1.1,475877.4673,7523616.325
14667,43173,0,0.9,475947.4388,7523546.353
14668,43174,0,1.2,476027.4063,7523476.381
14669,43175,0,0.8,476097.3777,7523396.412
14670,43176,0,1,476177.3452,7523336.436
14671,43177,0,1,476247.3167,7523266.464
14672,43178,0,0.8,476327.2842,7523196.492
14673,43179,0,1.1,476397.2557,7523136.516
14674,43180,0,1,476457.2312,7523056.547
14675,43181,0,0.8,476537.1987,7522996.571
14676,43182,0,1,476617.1662,7522926.599
14677,43183,0,1,476687.1376,7522856.627
14678,43184,0,0.9,476757.1091,7522786.654
14679,43185,0,0.9,476837.0766,7522716.682
14680,43186,0,0.9,476927.0401,7522656.706
14681,43187,0,0.8,476997.0115,7522576.738
14682,43188,0,0.9,477076.979,7522506.765
14683,43189,0,1,477136.9545,7522436.793
14684,43190,0,1.1,477216.922,7522376.817
14685,43191,0,0.9,477286.8934,7522286.853
14686,43192,0,0.9,477356.865,7522236.873
14687,43193,0,1.1,477436.8325,7522176.896
14688,43194,0,1.1,477496.808,7522106.924
14689,43195,0,1,477576.7755,7522036.952
14690,43196,0,1.1,477656.7429,7521966.98
14691,43197,0,1.2,477716.7184,7521897.007
14692,43198,0,1.1,477776.694,7521837.031
14693,43199,0,0.9,477856.6615,7521767.059
14694,43200,0,0.9,477956.6209,7521697.087
14695,43201,0,1,478026.5923,7521617.119
14696,43202,0,0.9,478096.5639,7521557.142
14697,43203,0,1.2,478156.5394,7521497.166
14698,43204,0,1.3,478246.5028,7521417.198
14699,43205,0,1.2,478316.4743,7521357.222
14700,43206,0,1.1,478396.4418,7521277.253
14701,43207,0,1.1,478466.4133,7521217.277
14702,43208,0,1.1,478536.3848,7521147.305
14703,43209,0,1.5,478616.3522,7521077.333
14704,43211,0,0.8,478766.2912,7520937.388
14705,43212,0,0.9,478836.2627,7520877.412
14706,43213,0,1.1,478916.2302,7520807.44
14707,43214,0,1,478986.2017,7520737.468
14708,43215,0,1,479066.1691,7520667.495
14709,43216,0,1.3,479136.1406,7520597.523
14710,43216,0,1.3,479136.1406,7520597.523
14711,43217,0,1.5,479216.1081,7520527.551
14712,43218,0,1.6,479286.0796,7520457.579
14713,43219,0,1.6,479356.0512,7520407.598
14714,43220,0,1.2,479436.0186,7520327.63
14715,43221,0,0.9,479505.9901,7520257.658
14716,43222,0,0.8,479575.9616,7520187.686
14717,43223,0,0.8,479655.929,7520117.713
14718,43224,0,1.1,479725.9005,7520047.741
14719,43225,0,0.8,479815.8639,7519977.769
14720,47294,0,3,474018.1881,7518048.541
14721,47295,0,4,473958.2127,7518128.509
14722,47296,0,2,473638.3434,7518518.354
14723,47297,0,2.7,473568.3719,7518588.327
14724,47297,0,3.7,473568.3719,7518588.327
14725,47297,0,5.2,473568.3719,7518588.327
14726,47298,0,2.2,473508.3964,7518668.295
14727,47299,0,2.7,473448.4209,7518738.267
14728,47300,0,2.1,473368.4535,7518828.231
14729,47301,0,2,473318.474,7518908.2
14730,47303,0,2.5,473058.5802,7519218.077
14731,47303,0,3.5,473058.5802,7519218.077
14732,47304,0,2,471869.0663,7520687.493
14733,47305,0,2,471729.1235,7520867.422
14734,47305,0,3,471729.1235,7520867.422
14735,47306,0,1.7,471539.2011,7521087.334
14736,47306,2,2.7,471539.2011,7521087.334
14737,47306,2,2.7,471539.2011,7521087.334
14738,47307,0,2,471469.2296,7521167.303
14739,47308,0,1.6,471419.2501,7521247.271
14740,47309,0,1.5,471349.2787,7521327.239
14741,47310,0,1.6,471289.3032,7521407.207
14742,47310,0,2.1,471289.3032,7521407.207
14743,47311,0,1.7,471219.3318,7521487.176
14744,47312,0,1.5,471159.3563,7521557.148
14745,47313,0,1.6,471099.3808,7521637.116
14746,47314,0,1.5,471039.4054,7521717.084
14747,47314,0,2.5,471039.4054,7521717.084
14748,47315,0,1.5,470969.4339,7521797.053
14749,47316,0,1.5,470909.4584,7521867.025
14750,47317,0,1.5,470859.4789,7521946.993
14751,47318,0,1.5,470779.5115,7522016.965
14752,47319,0,1.5,470719.536,7522096.934
14753,47320,0,1.7,470659.5606,7522176.902
14754,47321,0,1.5,470599.5851,7522256.87
14755,47322,0,1.5,470529.6137,7522336.838
14756,47322,0,2,470529.6137,7522336.838
14757,47323,0,1.5,470469.6381,7522406.811
14758,47324,0,1.5,470409.6627,7522486.779
14759,47325,0,1.7,470349.6872,7522556.751
14760,47326,0,1.7,470269.7198,7522646.715
14761,47326,0,2.7,470269.7198,7522646.715
14762,47326,0,3.5,470269.7198,7522646.715
14763,47327,0,1.5,470229.7363,7522716.688
14764,47328,0,1.5,470149.7689,7522806.652
14765,47329,0,1.5,470099.7894,7522886.62
14766,47330,0,1.6,470029.818,7522966.588
14767,47331,0,1.5,469969.8425,7523046.557
14768,47332,0,1.6,469909.867,7523116.529
14769,47333,0,1.4,469849.8916,7523206.493
14770,52165,0,1,474987.8368,7525915.412
14771,52165,0,2,474987.8368,7525915.412
14772,52165,0,3,474987.8368,7525915.412
14773,52165,0,3.8,474987.8368,7525915.412
14774,52165,0,4,474987.8368,7525915.412
14775,52165,0,4.8,474987.8368,7525915.412
14776,52166,0,2,474917.8654,7526005.376
14777,52167,0,2,474857.8899,7526075.348
14778,52168,0,2,474777.9225,7526155.316
14779,52169,0,1,474717.9471,7526235.285
14780,52169,0,1.7,474717.9471,7526235.285
14781,52169,0,3,474717.9471,7526235.285
14782,52169,0,4,474717.9471,7526235.285
14783,52170,0,1.8,474657.9716,7526305.257
14784,52172,0,2,474528.0247,7526465.193
14785,52173,0,1,474468.0492,7526545.161
14786,52173,0,2,474468.0492,7526545.161
14787,52173,0,3,474468.0492,7526545.161
14788,52173,0,3.1,474468.0492,7526545.161
14789,52173,0,4,474468.0492,7526545.161
14790,52173,0,5,474468.0492,7526545.161
14791,52173,0,6,474468.0492,7526545.161
14792,52173,0,6.5,474468.0492,7526545.161
14793,52174,0,2,474398.0778,7526625.13
14794,52175,0,2,474338.1022,7526695.102
14795,52176,0,2,474278.1268,7526775.07
14796,52177,0,1,474208.1552,7526835.046
14797,52177,0,2.5,474208.1552,7526835.046
14798,52177,0,3.5,474208.1552,7526835.046
14799,52177,2,4,474208.1552,7526835.046
14800,52177,2,4,474208.1552,7526835.046
14801,52181,0,3.8,479336.0911,7526845.038
14802,52182,0,2,479436.0508,7526825.046
14803,52183,0,1,479536.0103,7526775.066
14804,52183,0,2,479536.0103,7526775.066
14805,52183,0,3,479536.0103,7526775.066
14806,52183,0,4,479536.0103,7526775.066
14807,52183,0,5.6,479536.0103,7526775.066
14808,52183,0,6.4,479536.0103,7526775.066
14809,52209,0,2.4,477156.9682,7526815.052
14810,52210,0,2.5,477226.9396,7526735.084
14811,52211,0,2.1,477286.9151,7526655.115
14812,52212,0,2,477346.8905,7526575.147
14813,52213,0,2.6,477406.866,7526495.179
14814,52214,0,3.6,477466.8414,7526415.211
14815,52215,0,3.3,477536.8128,7526325.246
14816,52216,0,3,477596.7883,7526245.278
14817,52217,0,3,477656.7638,7526175.306
14818,52218,0,2,477716.7393,7526095.338
14819,52219,0,2,477776.7147,7526015.369
14820,52220,0,3,477846.6862,7525935.401
14821,52221,1,3,477916.6576,7525855.433
14822,52222,0,2,477966.6371,7525775.465
14823,52223,0,2,478026.6125,7525695.497
14824,52225,0,1.8,478146.5635,7525535.56
14825,52226,0,2,478206.5389,7525455.592
14826,52227,0,2,478266.5144,7525385.62
14827,52228,2,2,478326.4899,7525305.651
14828,52228,2,2,478326.4899,7525305.651
14829,20486,0,1,471629.1874,7525625.53
14830,20487,0,2,472208.9551,7525845.442
14831,20488,0,1,472308.9156,7526005.378
14832,20488,0,1.5,472308.9156,7526005.378
14833,20489,0,1,472798.7203,7526375.23
14834,20489,0,1,472798.7203,7526375.23
14835,20489,0,2.5,472798.7203,7526375.23
14836,20489,0,2.5,472798.7203,7526375.23
14837,20502,0,1,473348.5003,7526645.123
14838,20502,0,3,473348.5003,7526645.123
14839,20503,0,1,476457.2454,7525915.41
14840,20503,0,2,476457.2454,7525915.41
14841,20503,0,5,476457.2454,7525915.41
14842,20503,0,8,476457.2454,7525915.41
14843,20503,0,11,476457.2454,7525915.41
14844,20503,0,12,476457.2454,7525915.41
14845,20504,0,1,477896.6692,7526565.151
14846,20504,0,2,477896.6692,7526565.151
14847,20504,0,3,477896.6692,7526565.151
14848,20504,0,4.5,477896.6692,7526565.151
14849,20505,0,1,478426.457,7526795.059
14850,20505,0,3.5,478426.457,7526795.059
14851,20505,0,6,478426.457,7526795.059
14852,20505,0,8.5,478426.457,7526795.059
14853,20505,0,13,478426.457,7526795.059
14854,20505,0,15.5,478426.457,7526795.059
14855,31089,0,5,476677.112,7516908.992
14856,31090,0,5,476627.1326,7516998.956
14857,31091,1,4.5,476577.1532,7517078.925
14858,31091,2,4.6,476577.1532,7517078.925
14859,31091,2,4.6,476577.1532,7517078.925
14860,31092,2,2.8,476517.1777,7517158.893
14861,31092,2,2.8,476517.1777,7517158.893
14862,31093,0,4,476467.1983,7517238.861
14863,31093,1,4.1,476467.1983,7517238.861
14864,31094,0,3.9,476417.2189,7517328.825
14865,31094,2,4,476417.2189,7517328.825
14866,31094,2,4,476417.2189,7517328.825
14867,31095,0,4,476367.2394,7517418.79
14868,31096,0,4,476317.2599,7517498.758
14869,31096,2,4.1,476317.2599,7517498.758
14870,31096,2,4.1,476317.2599,7517498.758
14871,31097,0,4,476257.2845,7517588.722
14872,31098,0,3.2,476207.3051,7517678.686
14873,31099,0,3,476147.3296,7517758.655
14874,31099,2,3.1,476147.3296,7517758.655
14875,31099,2,3.1,476147.3296,7517758.655
14876,31100,0,2.7,476097.3502,7517838.623
14877,31102,0,2.5,475987.3953,7518008.555
14878,31103,0,1.7,475937.4158,7518098.52
14879,31104,1,3.5,475877.4404,7518188.484
14880,31105,0,3,475817.465,7518278.448
14881,31106,0,3.7,475777.4815,7518358.416
14882,31107,0,3.3,475727.502,7518438.385
14883,31108,0,2.7,475677.5226,7518528.349
14884,31109,0,2.3,475617.5471,7518608.317
14885,31110,0,2.3,475557.5717,7518698.281
14886,31111,0,2.2,475517.5882,7518778.25
14887,31112,0,2.2,475457.6128,7518868.214
14888,31113,0,2.6,475397.6373,7518938.186
14889,31114,0,2,475347.6579,7519038.146
14890,31115,0,1.8,475297.6784,7519118.115
14891,31116,0,2,475777.4869,7519457.979
14892,31119,0,2.3,475577.5685,7519677.892
14893,31120,0,2.3,475517.593,7519757.86
14894,31121,0,2.3,475447.6216,7519837.828
14895,31122,0,2.4,475377.6502,7519917.796
14896,31123,0,2.3,475317.6747,7519987.769
14897,31124,0,2.5,475257.6992,7520067.737
14898,31125,0,2.5,475187.7278,7520147.705
14899,31126,0,3,475127.7523,7520217.677
14900,31127,0,3.5,475057.7808,7520297.646
14901,31128,0,3.3,474997.8053,7520367.618
14902,31129,0,3.5,474927.8339,7520447.586
14903,31130,0,3.3,474867.8584,7520527.554
14904,31131,0,3.5,474797.887,7520607.523
14905,31132,0,3.3,474727.9155,7520687.491
14906,31133,0,3.2,474667.94,7520757.463
14907,31134,0,3.2,474607.9646,7520837.431
14908,31135,0,3,474537.9931,7520917.4
14909,31136,0,2.8,474478.0177,7520997.368
14910,31137,0,2.8,474408.0462,7521067.34
14911,31138,0,2.8,474348.0707,7521137.312
14912,31139,0,2.8,474288.0952,7521227.277
14913,31140,0,3,474228.1197,7521297.249
14914,31141,0,2.6,474158.1483,7521387.213
14915,31142,0,2.8,474108.1688,7521457.185
14916,31143,0,2.7,474038.1974,7521537.154
14917,31144,0,2.5,473978.2219,7521617.122
14918,31145,0,2.6,473918.2465,7521697.09
14919,31146,0,2,473858.271,7521777.058
14920,31147,0,2.1,473788.2996,7521857.027
14921,31148,0,2,473728.3241,7521936.995
14922,31149,2,2,473658.3527,7522016.963
14923,31149,2,2,473658.3527,7522016.963
14924,31150,0,2,473598.3772,7522096.931
14925,31151,0,2,472908.6518,7521477.178
14926,31152,1,2,472848.6763,7521557.147
14927,31152,0,2.1,472848.6763,7521557.147
14928,31153,0,1.8,472788.7009,7521647.111
14929,31154,0,1.7,472728.7254,7521717.083
14930,31154,0,1.8,472728.7254,7521717.083
14931,31155,0,1.9,472678.7459,7521807.047
14932,31155,0,2,472678.7459,7521807.047
14933,31156,0,1.7,472618.7705,7521897.012
14934,31157,0,1.5,472558.7951,7521976.98
14935,31158,0,1.7,472508.8156,7522066.944
14936,31159,0,1.6,472458.8361,7522146.912
14937,31160,0,1.5,472398.8607,7522236.877
14938,31161,0,1.8,472338.8853,7522316.845
14939,31162,0,1.7,472278.9098,7522396.813
14940,31163,0,1.8,472238.9264,7522496.773
14941,31164,0,2.3,472178.9509,7522576.742
14942,31165,0,2.3,472128.9715,7522656.71
14943,31166,0,3,472059,7522736.678
14944,31167,0,2,472019.0165,7522816.646
14945,31167,2,2.1,472019.0165,7522816.646
14946,31167,2,2.1,472019.0165,7522816.646
14947,31168,0,1.7,471949.0451,7522906.611
14948,31169,0,1,471899.0657,7522996.575
14949,31170,0,2.6,471839.0902,7523076.543
14950,31171,0,1.7,471779.1148,7523156.511
14951,31172,0,1.3,471729.1353,7523236.48
14952,31172,2,1.4,471729.1353,7523236.48
14953,31172,2,1.4,471729.1353,7523236.48
14954,31173,2,0.6,471679.1558,7523316.448
14955,31173,2,0.6,471679.1558,7523316.448
14956,31174,0,0.5,471559.2049,7523486.38
14957,31175,0,2,474927.8542,7524545.956
14958,31176,0,1.2,474997.8257,7524475.984
14959,31176,2,1.3,474997.8257,7524475.984
14960,31176,2,1.3,474997.8257,7524475.984
14961,31177,0,0.8,475057.8012,7524406.012
14962,31178,1,0.6,475127.7726,7524326.044
14963,31179,0,2,475197.7441,7524246.075
14964,31180,0,2.6,475327.691,7524096.135
14965,31181,0,2.5,475397.6625,7524026.163
14966,31182,1,4,478116.5363,7517618.709
14967,31182,1,6,478116.5363,7517618.709
14968,31182,0,6.1,478116.5363,7517618.709
14969,31182,0,7,478116.5363,7517618.709
14970,31183,0,4.5,478196.5038,7517558.732
14971,31184,0,3.3,478276.4713,7517498.756
14972,31185,0,2.7,478356.4387,7517428.784
14973,31185,2,2.8,478356.4387,7517428.784
14974,31185,2,2.8,478356.4387,7517428.784
14975,31186,0,1,478426.4103,7517368.808
14976,31186,0,2,478426.4103,7517368.808
14977,31186,0,3,478426.4103,7517368.808
14978,31186,1,3.5,478426.4103,7517368.808
14979,31187,0,2,478496.3817,7517298.836
14980,31188,0,2.5,478576.3492,7517238.859
14981,31189,0,2.6,478656.3167,7517178.883
14982,31190,0,3,478726.2882,7517118.907
14983,31190,1,4.9,478726.2882,7517118.907
14984,31190,0,5,478726.2882,7517118.907
14985,16078,0,1,470829.5103,7525845.443
14986,16078,0,2,470829.5103,7525845.443
14987,16078,0,3,470829.5103,7525845.443
14988,16078,0,3.5,470829.5103,7525845.443
14989,16079,0,0.8,470829.5109,7525955.399
14990,16079,0,1.4,470829.5109,7525955.399
14991,16080,0,1.5,470829.5114,7526055.359
14992,16081,0,1,470829.5119,7526155.319
14993,16081,0,1.5,470829.5119,7526155.319
14994,16082,0,4.1,470829.5124,7526255.28
14995,16083,0,1.3,470829.5129,7526355.24
14996,16084,0,2,470829.5134,7526455.2
14997,16085,0,2,470829.5139,7526555.16
14998,16086,0,1.3,470829.5144,7526655.121
14999,16087,0,1.4,470829.5149,7526755.081
15000,16088,0,1.5,470829.5153,7526845.045
15001,16088,0,2.3,470829.5153,7526845.045
15002,16089,0,1.6,470829.5098,7525735.486
15003,16090,0,2.9,470829.5094,7525645.522
15004,16091,0,2.5,470829.5089,7525545.562
15005,16092,0,1.2,470829.5084,7525455.598
15006,16093,0,2.5,470829.5079,7525355.638
15007,16094,0,1.5,470829.5074,7525255.677
15008,16095,0,1.5,470829.5069,7525155.717
15009,16096,0,1.5,470829.5064,7525045.761
15010,16097,0,1.7,470829.5059,7524945.801
15011,16098,0,1.5,470829.5054,7524845.84
15012,16099,0,1.3,470829.5049,7524745.88
15013,16100,0,1.2,470829.5044,7524645.92
15014,16101,0,1,470829.5039,7524545.96
15015,16102,0,0.8,470829.5034,7524445.999
15016,16103,0,0.6,470829.5029,7524336.043
15017,16103,2,1,470829.5029,7524336.043
15018,16103,2,1,470829.5029,7524336.043
15019,16104,0,1.2,470829.5024,7524236.083
15020,16105,0,0.6,470829.5019,7524136.123
15021,16106,0,1.5,470829.5014,7524036.162
15022,16107,0,1.5,470829.5009,7523946.198
15023,16108,0,1,470829.5004,7523836.242
15024,16109,0,2,471839.0988,7524815.851
15025,16110,0,2.5,471839.0993,7524915.812
15026,16111,0,2.2,471839.0999,7525035.764
15027,16112,0,1.6,471839.1004,7525125.728
15028,16113,0,0.6,471839.1009,7525225.688
15029,16114,0,1.5,471839.1014,7525325.649
15030,16115,0,1.5,471839.1019,7525425.609
15031,16116,0,1.5,471839.1024,7525525.569
15032,16117,0,1.2,471839.1029,7525625.529
15033,16118,0,1.8,471839.1033,7525715.494
15034,16118,0,2.5,471839.1033,7525715.494
15035,16119,0,0.9,471839.1038,7525815.454
15036,16120,0,1.2,471839.1043,7525915.414
15037,16121,0,1,471839.1048,7526015.374
15038,16122,0,1.8,471839.1053,7526115.335
15039,16123,0,0.7,471839.1058,7526215.295
15040,16124,0,1.8,471839.1072,7526505.18
15041,16125,0,1.2,471839.1077,7526605.14
15042,16126,0,1,471839.1082,7526705.1
15043,16127,0,2.2,471839.1088,7526815.056
15044,16148,0,2,475317.6975,7524585.94
15045,16149,0,2,475237.7293,7524515.968
15046,16150,0,2.3,475177.7531,7524436
15047,16151,0,1.3,475097.7849,7524376.024
15048,16152,0,2,475037.8087,7524296.056
15049,16152,2,3,475037.8087,7524296.056
15050,16152,2,3,475037.8087,7524296.056
15051,16153,0,3.6,474957.8405,7524216.087
15052,16154,0,2.9,474877.8724,7524156.111
15053,16155,0,2.8,474797.9042,7524076.143
15054,16156,0,4.2,474737.928,7524016.167
15055,16157,0,1.5,474657.9598,7523936.199
15056,16157,2,2.4,474657.9598,7523936.199
15057,16157,2,2.4,474657.9598,7523936.199
15058,16158,0,3.6,474937.8439,7523286.457
15059,16159,0,1.9,474857.8758,7523216.485
15060,16160,0,4.2,474777.9077,7523156.509
15061,16161,0,3.9,474697.9394,7523076.541
15062,16163,0,4,474557.9951,7522946.593
15063,16164,0,3.4,474478.027,7522876.62
15064,16164,2,4.3,474478.027,7522876.62
15065,16164,2,4.3,474478.027,7522876.62
15066,16165,2,3.9,474398.0588,7522796.652
15067,16165,2,3.9,474398.0588,7522796.652
15068,16166,0,5,474328.0866,7522726.68
15069,16167,2,5.2,474258.1145,7522676.7
15070,16167,2,5.2,474258.1145,7522676.7
15071,16168,0,3.8,474198.1383,7522606.728
15072,16169,0,3,474498.0162,7522316.843
15073,16169,2,3.8,474498.0162,7522316.843
15074,16169,2,3.8,474498.0162,7522316.843
15075,16170,0,3,474567.9883,7522386.815
15076,16171,0,3.9,474637.9605,7522456.787
15077,16171,2,4.1,474637.9605,7522456.787
15078,16171,2,4.1,474637.9605,7522456.787
